Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,Accepted_Cmp,children,duration
Master,Divorced,35416,248,3,81,4,3,51,3,7,1,5,8,0,74,No,0,10.441706593657313
Technical School,Together,32414,20,6,5,0,9,12,1,1,0,3,7,0,39,Yes,0,10.38421172712754
College Graduate,Together,38361,39,0,56,20,8,14,3,3,1,3,7,0,54,No,1,9.902235911476158
College Graduate,Married,82497,777,129,573,216,21,203,1,2,7,9,4,0,43,Yes,0,11.057723020762035
College Graduate,Together,16626,8,3,22,21,1,13,3,3,0,3,9,0,52,No,2,9.850216746520648
College Graduate,Together,29672,9,1,3,0,4,8,1,0,0,3,6,0,58,No,2,10.696326716860598
Master,Together,55951,1241,0,80,0,13,40,3,3,6,11,8,0,71,Yes,1,11.246634725074149
Technical School,Divorced,35388,6,4,7,4,3,8,1,1,0,3,7,0,35,No,1,10.709901893680128
Master,Together,42386,65,4,16,0,4,11,1,3,0,3,8,0,37,No,1,10.855007985398128
College Graduate,Single,68627,395,15,263,60,54,38,1,2,3,6,1,0,41,No,0,10.857745836185261
PhD,Divorced,57912,801,0,80,0,0,35,5,8,3,12,5,0,58,Yes,1,9.683321925621721
College Graduate,Divorced,35246,36,0,12,2,2,10,4,3,1,3,5,0,65,No,2,9.601186402007757
Technical School,Together,58821,513,14,154,19,0,28,1,9,2,9,6,0,67,No,1,10.110426648414329
PhD,Married,46377,37,0,46,4,3,0,1,2,1,3,4,0,45,No,1,9.727013461099704
College Graduate,Single,39747,80,15,93,20,13,52,3,5,1,4,8,0,35,No,1,9.609399954369154
College Graduate,Together,23976,14,1,21,2,3,25,3,3,1,3,7,0,39,No,1,9.902235911476158
Master,Married,80950,525,147,112,219,147,63,1,6,7,9,2,0,62,Yes,0,10.652521104266485
College Graduate,Widow,27038,1,26,25,17,23,15,1,3,0,3,9,0,57,Yes,0,11.175450604608717
College Graduate,Single,77457,675,11,400,15,45,11,1,2,5,10,1,0,76,Yes,0,9.716062057951175
Master,Married,64100,509,0,27,0,0,10,1,8,3,6,7,0,59,Yes,1,10.198037873602555
Master,Together,42670,154,2,46,20,4,15,1,4,2,4,4,0,31,No,0,10.570385580652522
College Graduate,Divorced,12571,3,5,14,2,12,17,4,3,1,3,6,0,47,No,1,9.84200319415925
College Graduate,Married,22574,25,0,8,2,0,2,2,2,0,3,7,0,56,No,3,10.066621035820216
Master,Single,70893,768,44,561,77,44,14,1,6,6,10,3,0,47,No,0,10.789299566506958
College Graduate,Married,54198,185,0,28,3,2,17,6,3,1,6,4,0,57,No,2,9.929614419347478
Master,Together,28839,24,0,7,0,0,1,2,2,0,3,5,0,67,No,2,9.699749030344513
College Graduate,Married,40321,44,4,21,6,0,27,2,3,0,3,7,0,51,No,2,10.315765457449237
College Graduate,Single,66503,91,64,128,65,3,50,2,4,3,6,3,0,38,No,1,11.271275382158338
College Graduate,Married,30833,11,0,7,3,1,6,2,1,0,3,5,0,72,No,2,10.351357517681953
College Graduate,Married,64795,412,5,119,38,29,77,3,3,3,12,2,0,52,No,1,10.8440565822496
College Graduate,Married,34421,3,3,7,6,2,9,1,1,0,2,7,0,49,No,1,10.392425279488934
PhD,Divorced,47025,16,0,3,0,0,1,1,1,0,2,7,0,58,No,2,9.781770476842345
PhD,Divorced,64325,731,60,353,78,12,73,5,10,3,5,7,0,62,No,1,10.786561715719825
College Graduate,Single,40464,424,17,118,7,23,41,6,8,2,8,8,0,70,No,1,10.860483686972392
College Graduate,Married,62187,792,0,275,45,45,126,1,4,8,5,3,0,66,No,0,10.381473876340406
PhD,Divorced,14849,21,2,28,3,2,9,3,2,0,4,8,0,47,No,1,10.389687428701803
College Graduate,Married,27255,22,1,11,0,1,2,1,1,0,3,7,0,39,No,1,10.039128450832763
PhD,Married,54432,33,0,5,0,0,0,1,1,0,3,4,0,73,No,3,10.537531371206937
PhD,Single,29999,68,7,59,10,5,11,4,3,1,4,8,0,37,No,1,10.770134610997033
College Graduate,Single,24072,9,1,6,3,0,4,1,1,0,2,8,0,40,No,1,10.600501939310975
PhD,Single,33996,40,2,15,8,0,6,1,1,1,3,4,0,34,No,0,10.195300022815424
PhD,Married,66334,909,11,218,0,0,23,2,9,3,5,5,0,67,Yes,1,10.636093999543691
Master,Married,35178,23,1,13,2,2,18,1,1,1,2,7,0,52,Yes,1,10.863221537759525
College Graduate,Together,22010,11,2,9,3,0,8,2,2,0,3,8,0,40,No,1,10.395163130276067
College Graduate,Divorced,62204,317,46,247,151,46,139,1,4,5,12,3,0,63,No,2,11.191877709331509
College Graduate,Divorced,75693,797,153,293,72,97,30,1,11,4,6,4,0,55,Yes,0,10.959046315309148
College Graduate,Married,30675,10,2,16,11,2,21,1,1,0,3,8,0,51,No,1,11.02475473420032
College Graduate,Together,83003,856,61,570,40,25,122,1,7,6,8,3,0,58,Yes,0,10.720853296828656
College Graduate,Single,68655,456,19,832,75,118,38,1,4,5,11,3,0,35,No,0,11.282226785306866
College Graduate,Divorced,41411,37,32,38,11,3,18,1,2,1,4,6,0,37,No,0,9.9569929272188
PhD,Married,55212,1103,0,45,0,0,34,3,4,2,11,8,0,54,Yes,1,10.994638375541866
PhD,Together,59292,378,14,68,19,14,14,2,3,5,8,3,0,73,No,1,10.441706593657313
High School,Together,27190,1,6,7,0,1,3,1,1,0,2,8,0,50,Yes,1,10.26922199406799
College Graduate,Divorced,82623,204,34,204,172,153,173,1,2,9,4,1,0,71,No,0,10.030914898471366
College Graduate,Married,44300,30,0,9,0,0,3,2,1,0,3,6,0,58,No,2,10.414328085785991
College Graduate,Divorced,84835,189,104,379,111,189,218,1,4,4,6,1,0,53,Yes,0,9.4341775039927
College Graduate,Widow,30372,15,0,12,7,3,7,3,2,0,3,7,0,52,No,2,10.907027150353638
Master,Married,33181,9,0,3,0,0,4,1,1,0,2,6,0,47,Yes,1,9.883070955966232
College Graduate,Married,71113,495,33,255,11,33,8,4,6,7,9,4,0,66,No,1,9.929614419347478
College Graduate,Married,71952,656,80,455,52,107,93,2,8,4,8,4,0,37,Yes,1,10.863221537759525
PhD,Single,69759,452,20,514,13,30,0,3,4,6,5,3,0,57,Yes,0,10.066621035820216
College Graduate,Married,72099,546,91,410,119,0,22,1,3,4,10,1,0,49,No,0,11.068674423910563
PhD,Single,60000,1048,0,217,0,0,12,5,11,3,5,6,0,47,No,1,10.915240702715035
College Graduate,Single,38643,22,2,14,0,1,10,2,2,0,3,7,1,45,No,2,9.978895733515856
College Graduate,Married,50737,78,0,11,0,0,10,1,2,0,4,6,0,68,Yes,1,10.532055669632673
PhD,Married,68462,561,64,785,84,128,48,1,3,3,8,1,0,54,No,0,10.942619210586356
Master,Married,65073,629,17,177,69,0,8,1,5,3,5,2,1,80,No,0,10.25553274013233
PhD,Together,46681,269,15,69,15,19,38,2,4,6,4,5,0,75,No,2,10.121378051562857
College Graduate,Married,78618,736,163,818,212,163,61,1,4,7,10,2,0,66,Yes,0,11.148072096737394
PhD,Widow,62187,512,0,83,0,0,41,3,6,2,10,4,0,54,No,1,9.66963267168606
College Graduate,Married,28442,19,3,10,11,8,6,3,2,1,4,4,0,45,No,2,9.740702715035363
PhD,Married,37717,9,0,6,4,1,5,1,1,0,2,9,0,45,No,1,10.994638375541866
College Graduate,Married,51479,247,8,160,6,8,65,7,6,3,6,7,0,56,No,2,10.898813597992243
College Graduate,Single,54803,404,0,92,28,27,142,2,6,2,9,4,0,54,No,1,11.252110426648413
College Graduate,Married,79530,333,0,815,129,42,29,1,4,10,11,2,0,63,No,0,10.51562856490988
College Graduate,Divorced,31615,2,3,20,6,11,9,2,2,0,3,7,0,47,No,1,10.68537531371207
College Graduate,Together,72025,833,33,549,151,133,233,1,4,3,8,3,0,61,No,0,11.011065480264659
PhD,Single,52614,789,0,142,12,9,38,2,2,4,8,8,0,48,No,1,10.97273556924481
Technical School,Married,35684,10,4,7,0,6,3,1,1,0,3,6,0,39,No,1,9.584759297284965
College Graduate,Married,48178,159,4,45,6,2,38,6,5,1,4,8,0,48,No,2,11.065936573123432
Master,Single,29548,7,1,6,3,1,11,1,1,1,2,4,0,53,Yes,1,10.230892083048142
College Graduate,Single,63810,977,12,253,16,12,101,4,4,3,12,8,0,57,Yes,1,11.027492584987451
PhD,Single,38578,38,4,22,3,3,3,3,3,0,3,8,0,51,Yes,2,10.417065936573124
Master,Single,46098,57,0,27,0,0,36,4,3,2,2,8,0,48,No,2,11.26032397900981
College Graduate,Single,22585,3,9,15,13,2,39,1,1,1,2,9,0,53,Yes,0,10.679899612137806
College Graduate,Single,30279,10,4,14,4,4,1,1,1,0,3,8,0,34,No,1,10.893337896417979
PhD,Together,66426,1043,24,97,32,24,157,2,3,5,10,6,0,62,No,1,10.13780515628565
College Graduate,Single,30822,3,9,13,2,12,12,1,1,0,3,7,0,54,No,1,10.43896874287018
PhD,Married,33581,11,0,5,0,0,1,1,1,0,2,8,0,54,No,2,10.86869723933379
College Graduate,Married,19986,3,6,5,0,2,6,1,0,0,3,7,0,38,No,1,10.019963495322838
College Graduate,Widow,27421,43,12,96,78,40,55,3,4,1,6,7,0,69,No,0,10.942619210586356
Technical School,Married,35688,73,3,90,12,1,32,7,4,1,4,8,0,50,No,3,11.249372575861281
Master,Single,36143,12,0,1,0,0,6,1,0,1,2,3,0,42,No,1,9.647729865389003
College Graduate,Single,10245,4,7,7,6,4,13,3,1,2,2,5,0,52,No,1,10.521104266484144
Master,Together,43795,314,11,53,4,3,107,3,7,3,4,7,0,55,Yes,1,10.0994752452658
College Graduate,Together,63381,571,50,142,33,50,159,4,4,5,13,2,0,63,No,1,11.12890714122747
College Graduate,Together,38823,70,0,11,2,8,23,1,2,1,3,6,0,74,No,1,11.227469769564225
PhD,Divorced,83664,866,21,151,28,21,86,3,2,2,12,5,0,55,No,2,10.540269221994068
College Graduate,Together,90300,594,134,786,33,134,57,0,5,6,8,1,0,44,Yes,0,9.883070955966232
Master,Together,62499,140,4,61,0,13,4,2,3,1,6,4,0,44,No,1,9.951517225644535
College Graduate,Single,74293,375,152,335,93,91,81,1,5,4,6,2,0,30,No,0,9.55190508783938
PhD,Married,51012,102,9,63,2,9,24,1,4,1,4,6,0,77,No,0,10.595026237736711
Master,Married,70777,554,35,113,0,7,78,3,5,3,12,3,0,55,No,1,9.737964864248232
PhD,Together,68682,919,0,505,99,30,45,1,4,9,10,2,0,32,No,0,10.126853753137121
College Graduate,Married,43824,96,1,42,12,3,32,4,3,1,4,8,0,52,No,2,11.183664156970112
College Graduate,Together,15345,5,2,16,3,2,19,2,1,1,2,8,0,39,Yes,1,11.224731918777092
College Graduate,Single,23442,2,0,6,8,6,5,1,1,0,3,7,0,36,No,1,10.909765001140771
Technical School,Together,14515,6,4,9,6,36,35,4,2,2,3,7,0,43,Yes,1,11.032968286561715
Technical School,Divorced,31395,23,1,25,0,8,7,4,2,1,3,6,0,67,No,2,10.666210358202145
College Graduate,Together,75276,610,105,125,137,42,21,1,9,4,9,5,0,58,No,0,11.150809947524527
College Graduate,Single,42373,67,5,61,3,8,19,5,2,1,5,5,0,49,No,2,10.26922199406799
College Graduate,Together,30507,65,36,74,38,20,110,1,5,1,4,7,0,63,No,0,10.69906456764773
PhD,Single,55521,416,0,26,0,0,4,9,6,3,6,7,0,68,Yes,3,10.083048140543008
College Graduate,Married,48006,23,0,11,3,2,2,1,1,0,3,6,0,58,No,2,9.453342459502624
PhD,Single,27213,19,3,26,10,9,3,3,2,0,4,8,0,51,Yes,1,11.227469769564225
PhD,Divorced,65808,155,7,80,13,7,10,3,5,1,5,6,0,52,No,2,9.480720967373944
PhD,Together,30351,14,0,24,3,3,2,1,3,0,2,9,0,49,No,1,10.460871549167237
College Graduate,Married,50437,370,9,92,6,9,4,3,7,1,8,7,0,60,No,2,11.096052931781886
Technical School,Single,23616,4,22,11,3,7,32,2,3,0,3,8,0,41,Yes,1,11.011065480264659
College Graduate,Married,53858,407,53,221,58,150,26,4,4,3,6,4,0,47,No,1,11.032968286561715
PhD,Married,66465,1200,0,204,38,29,14,3,11,9,12,6,0,68,Yes,1,10.647045402692221
College Graduate,Single,46923,85,44,54,102,78,6,3,5,1,7,7,0,36,No,1,11.249372575861281
College Graduate,Together,75072,583,34,309,0,22,125,2,5,4,8,3,0,61,No,1,10.827629477526807
PhD,Married,75865,483,0,591,156,0,12,1,3,5,10,1,0,80,No,0,9.644992014601872
Technical School,Together,19789,2,5,9,28,6,28,3,2,1,3,5,0,48,Yes,1,10.003536390600045
College Graduate,Together,80134,966,26,282,52,26,26,1,2,7,11,5,0,29,Yes,0,9.768081222906684
College Graduate,Single,91065,822,114,108,179,137,114,1,7,9,9,3,0,42,Yes,0,10.745493953912845
Master,Married,49505,604,0,100,19,0,28,9,10,2,8,8,0,52,No,2,10.715377595254392
PhD,Married,37401,19,3,19,3,1,3,2,2,0,3,7,0,50,No,1,9.546429386265116
College Graduate,Married,30096,5,3,11,12,5,9,1,2,0,3,6,0,40,No,1,9.502623773671003
Master,Together,18492,2,2,2,2,1,1,1,1,0,2,8,0,41,No,1,9.464293862651152
Master,Married,82584,1076,68,103,29,91,68,1,3,4,8,1,0,49,Yes,0,10.466347250741501
PhD,Married,93027,1285,42,716,55,0,21,0,7,10,5,2,0,82,Yes,0,10.60871549167237
College Graduate,Married,48686,10,0,7,2,0,1,1,1,0,2,8,0,70,No,3,9.965206479580196
College Graduate,Married,92910,551,137,792,179,103,33,1,6,7,13,1,0,37,Yes,0,9.5792835957107
College Graduate,Married,75433,800,0,297,0,34,57,2,2,5,10,6,0,34,Yes,1,9.63130276066621
Technical School,Together,10404,2,2,11,10,6,12,2,1,0,4,5,0,34,No,1,9.55190508783938
College Graduate,Married,61314,378,0,189,97,172,172,2,5,5,12,3,0,55,No,1,10.575861282226786
PhD,Single,84865,1248,16,349,43,16,16,1,2,4,9,4,0,62,Yes,0,10.537531371206937
College Graduate,Married,42387,235,0,235,19,4,191,5,8,1,7,8,0,34,No,1,11.063198722336299
Technical School,Together,67309,515,47,181,149,95,95,15,9,6,9,7,0,56,No,2,10.827629477526807
College Graduate,Married,75236,438,66,400,12,38,114,1,8,3,13,4,0,59,No,1,9.989847136664384
College Graduate,Single,30015,25,0,22,2,3,5,2,1,0,4,5,0,53,No,1,9.80093543235227
Master,Together,50943,31,0,7,2,0,6,1,1,0,3,5,0,67,No,1,10.419803787360255
College Graduate,Divorced,67272,357,35,271,28,28,14,3,6,2,12,5,0,57,No,1,9.91866301619895
Master,Widow,51529,400,4,35,6,0,22,2,9,1,5,8,0,74,No,1,10.206251425963952
PhD,Married,32011,99,0,15,2,1,5,3,2,1,4,7,0,52,No,1,10.250057038558065
Technical School,Married,7500,1,11,5,4,6,9,2,2,0,3,8,0,37,No,1,10.786561715719825
College Graduate,Married,28691,5,4,13,8,0,4,1,1,0,3,8,0,34,No,1,10.38421172712754
PhD,Married,56223,77,28,31,16,0,4,2,2,1,5,4,0,75,No,1,9.921400866986081
College Graduate,Married,18100,3,1,2,4,3,1,1,0,0,3,5,0,77,No,0,10.29386265115218
College Graduate,Single,30279,10,4,14,4,4,1,1,1,0,3,8,0,34,No,1,10.893337896417979
Technical School,Married,20130,0,6,3,7,6,12,1,1,0,3,8,0,49,No,0,9.683321925621721
College Graduate,Divorced,23295,0,0,1,2,12,5,1,1,0,2,8,0,64,No,0,10.35957107004335
Master,Divorced,42618,76,14,74,13,5,10,2,5,0,4,8,0,51,No,1,10.118640200775724
College Graduate,Single,81246,398,190,537,61,156,37,1,4,5,7,1,0,59,Yes,0,9.896760209901894
College Graduate,Married,24027,14,7,11,11,0,5,2,2,0,3,8,0,47,No,1,10.452657996805842
PhD,Married,55707,208,7,82,30,66,35,2,3,2,9,3,0,70,No,1,9.915925165411817
College Graduate,Single,57959,430,16,322,43,24,33,5,4,7,11,3,0,68,No,1,10.55669632671686
College Graduate,Married,56796,656,38,161,62,47,37,3,8,9,7,7,0,54,No,1,10.761921058635638
Master,Single,36230,14,2,30,8,2,3,1,2,0,4,5,0,52,No,1,10.096737394478668
Technical School,Married,70829,141,70,106,72,19,23,2,4,2,8,3,0,43,No,2,9.973420031941592
College Graduate,Married,65991,507,19,364,25,47,9,3,9,5,10,7,0,47,No,1,11.205566963267168
College Graduate,Married,38988,164,24,103,12,3,42,7,5,1,6,8,0,51,No,3,11.254848277435546
Technical School,Single,89572,606,24,974,197,194,64,1,7,7,9,4,0,57,Yes,0,11.183664156970112
Master,Married,42207,116,11,72,3,17,46,4,4,1,5,6,0,39,Yes,1,10.641569701117955
College Graduate,Married,50300,143,15,60,24,23,5,2,2,1,8,2,0,71,No,1,9.494410221309606
Technical School,Together,66664,398,96,447,220,96,32,1,5,7,6,3,0,41,No,0,11.156285649098791
College Graduate,Married,60597,522,0,257,32,16,66,4,2,2,8,7,0,59,Yes,1,9.888546657540497
College Graduate,Widow,70165,161,0,253,199,191,122,1,3,7,11,1,0,74,No,0,10.16518366415697
PhD,Widow,50520,112,0,6,2,1,14,2,3,1,3,6,0,65,No,1,9.81462468628793
College Graduate,Married,80124,483,84,398,205,84,241,1,3,7,8,1,0,60,Yes,0,9.406798996121378
College Graduate,Married,33183,7,5,39,17,15,37,2,4,0,3,7,0,48,No,1,9.740702715035363
PhD,Single,66582,789,25,420,16,38,0,1,2,8,9,1,0,54,No,0,9.72153775952544
PhD,Together,75261,1239,17,413,23,34,17,1,5,6,5,2,0,68,Yes,0,10.58133698380105
College Graduate,Widow,31880,4,1,5,2,0,3,1,1,0,2,8,0,53,No,1,11.057723020762035
College Graduate,Married,53790,335,42,127,28,5,5,3,7,2,8,6,0,72,No,2,9.713324207164042
PhD,Together,49269,639,8,166,11,8,58,3,7,3,12,7,0,52,No,1,11.268537531371207
College Graduate,Married,61456,563,76,384,84,192,89,4,6,10,13,4,0,48,No,1,10.655258955053617
College Graduate,Married,37406,2,0,8,2,2,3,1,1,0,2,8,0,43,Yes,1,10.115902349988593
PhD,Together,56937,746,8,125,11,8,8,7,8,6,9,6,0,42,Yes,1,11.298653890029659
College Graduate,Married,38415,22,1,13,4,0,4,2,1,0,3,7,0,45,No,2,10.885124344056582
College Graduate,Single,20518,4,1,6,4,1,9,1,1,1,2,5,0,35,No,1,9.513575176819531
College Graduate,Married,62503,478,0,193,110,75,117,4,8,3,11,5,0,67,No,1,10.756445357061374
PhD,Single,41644,20,3,4,2,0,2,2,1,0,3,3,0,51,No,2,9.538215833903719
Master,Married,55842,451,0,39,0,4,24,1,7,1,8,5,0,46,No,1,9.49988592288387
PhD,Married,62010,371,22,39,6,0,92,4,6,2,7,5,0,51,No,1,11.079625827059091
College Graduate,Married,41124,281,7,84,15,0,119,7,7,3,4,8,0,46,No,1,11.057723020762035
Master,Married,38961,19,7,19,0,1,24,1,2,1,2,7,0,50,No,1,9.89402235911476
Master,Divorced,37760,26,3,13,2,10,0,1,2,0,3,6,0,51,No,1,10.280173397216519
College Graduate,Single,32233,138,15,35,25,11,72,2,6,2,2,9,0,49,Yes,1,11.257586128222679
College Graduate,Married,43057,213,2,44,0,2,5,4,4,2,5,5,0,48,No,1,10.06114533424595
Master,Together,83151,407,28,100,120,74,18,1,5,9,4,3,0,63,No,0,11.11521788729181
PhD,Divorced,78825,483,74,114,169,37,18,1,5,10,13,3,0,59,Yes,0,11.186402007757245
Master,Together,65104,738,0,232,13,20,50,2,3,5,7,7,0,47,No,1,10.019963495322838
College Graduate,Married,60093,502,12,109,16,6,90,2,7,2,10,6,0,49,No,1,10.406114533424596
College Graduate,Married,14045,11,0,5,2,1,1,1,1,0,3,7,0,54,No,1,9.820100387862194
Technical School,Widow,28457,24,1,108,29,29,14,1,4,1,4,8,0,71,No,0,11.065936573123432
PhD,Together,78952,1170,19,594,99,76,134,2,2,5,12,6,0,65,No,1,11.159023499885924
College Graduate,Divorced,46310,185,2,88,15,5,14,2,6,1,5,8,0,47,No,1,10.967259867670546
College Graduate,Together,76005,983,20,389,240,50,40,1,3,5,13,6,0,68,Yes,0,10.745493953912845
Master,Single,58308,691,0,69,10,0,130,4,2,6,3,8,0,59,No,1,10.857745836185261
PhD,Divorced,55614,504,13,131,8,0,26,1,9,4,6,7,0,79,Yes,0,9.98437143509012
Master,Divorced,59432,317,25,265,25,19,12,3,5,3,11,5,0,61,No,1,10.60871549167237
College Graduate,Divorced,55563,29,1,9,2,0,2,1,2,0,3,3,0,45,No,1,9.63130276066621
PhD,Together,78642,1396,0,322,46,35,17,1,4,9,4,6,0,52,No,1,10.586812685375314
PhD,Together,67911,529,0,356,63,28,0,3,6,7,11,3,0,74,No,1,9.502623773671003
College Graduate,Married,65275,388,14,218,91,14,21,1,4,3,13,2,0,79,No,0,10.636093999543691
College Graduate,Together,27203,13,2,21,4,0,24,2,1,1,2,8,0,73,No,2,11.293178188455395
Master,Together,48330,28,0,4,0,0,0,1,1,0,3,5,0,62,No,1,10.017225644535706
High School,Married,24279,16,36,21,20,62,108,1,4,1,3,8,0,33,No,0,10.89607574720511
PhD,Married,64355,1047,0,140,67,38,153,2,4,3,12,8,0,38,No,1,11.243896874287017
Master,Together,50943,31,0,7,2,0,6,1,1,0,3,5,0,67,No,1,10.419803787360255
College Graduate,Widow,53653,815,10,239,28,10,108,2,10,4,12,6,0,70,No,0,11.03844398813598
College Graduate,Married,65665,225,162,387,106,36,29,1,5,10,8,3,0,47,No,1,9.97068218115446
College Graduate,Single,81217,493,70,324,146,40,84,1,3,7,11,1,0,34,No,0,10.343143965320557
College Graduate,Married,34935,34,4,66,3,10,20,1,2,1,4,7,0,31,No,0,10.419803787360255
College Graduate,Divorced,61250,382,138,65,60,26,59,6,5,2,12,5,0,64,No,1,10.931667807437828
PhD,Together,39665,127,1,56,0,1,31,3,4,2,3,7,0,42,Yes,1,10.493725758612822
College Graduate,Single,60152,325,83,300,86,58,91,1,6,4,12,3,0,44,No,1,10.652521104266485
College Graduate,Married,48920,238,17,68,8,10,6,3,6,2,5,7,0,59,Yes,2,10.088523842117272
Master,Together,89120,1168,92,408,72,129,55,1,5,6,7,1,0,64,Yes,0,9.683321925621721
PhD,Together,44124,284,0,55,0,6,52,4,6,2,5,8,0,77,No,1,10.532055669632673
Master,Single,81169,1288,20,613,80,61,27,1,5,7,9,2,0,48,No,0,10.60597764088524
College Graduate,Married,36443,65,0,46,4,3,20,4,3,1,3,8,0,62,No,2,10.797513118868354
College Graduate,Single,26095,11,7,9,3,1,11,1,1,0,3,7,0,33,No,1,10.395163130276067
College Graduate,Together,71367,227,23,389,42,21,75,1,4,5,7,2,0,64,No,0,10.247319187770934
Master,Married,80184,1035,134,670,25,38,0,1,6,3,10,3,0,79,Yes,0,9.727013461099704
College Graduate,Divorced,30630,27,1,12,2,0,10,2,2,0,3,7,0,58,No,2,9.817362537075063
Master,Single,73454,982,73,351,56,14,175,1,2,4,6,5,0,36,Yes,0,9.727013461099704
College Graduate,Married,42691,179,2,64,38,17,58,1,5,1,6,5,0,32,No,0,10.266484143280858
College Graduate,Married,70503,1379,33,216,0,33,66,1,2,4,9,6,0,70,Yes,0,11.14259639516313
College Graduate,Married,25545,32,1,64,16,12,85,3,2,2,3,6,0,36,Yes,1,11.202829112480037
College Graduate,Married,32880,8,4,15,7,6,2,1,1,0,3,8,0,37,No,1,10.964522016883413
PhD,Together,77863,881,38,319,16,25,12,1,4,5,10,2,0,65,No,0,9.98437143509012
Master,Married,50353,141,15,153,67,31,35,1,4,4,6,3,0,46,No,0,9.456080310289757
College Graduate,Single,61839,1000,155,379,224,17,120,1,4,8,4,8,0,59,No,0,11.276751083732602
PhD,Married,49154,206,10,67,30,27,71,6,4,1,8,6,0,63,No,2,10.050193931097422
Technical School,Widow,47682,162,61,83,97,57,61,4,4,3,8,5,0,48,No,1,10.764658909422769
College Graduate,Single,72679,619,54,260,127,54,54,1,4,7,5,1,0,54,No,1,10.176135067305498
Master,Together,57954,456,4,24,0,0,9,7,8,2,6,7,0,46,Yes,2,9.428701802418436
College Graduate,Married,65316,112,6,92,3,9,38,2,3,2,5,4,0,61,No,2,10.578599133013919
College Graduate,Single,28567,11,3,22,2,2,6,2,2,0,3,6,0,41,No,1,10.430755190508785
Master,Together,47352,172,12,112,8,0,15,4,6,1,5,7,0,72,No,1,10.614191193246635
College Graduate,Together,44931,78,0,11,0,0,7,1,2,1,3,5,0,56,No,1,9.84200319415925
College Graduate,Divorced,76982,464,151,292,65,60,30,1,8,3,4,4,0,56,Yes,0,9.765343372119553
Technical School,Together,57247,99,4,32,37,54,6,2,2,1,7,2,0,71,No,1,10.288386949577916
Master,Single,22944,19,3,19,4,5,26,3,3,0,3,7,0,42,No,1,9.913187314624686
Technical School,Together,25315,1,9,8,11,3,22,3,3,0,3,8,0,46,No,1,10.039128450832763
College Graduate,Widow,43638,63,10,83,7,19,19,2,4,1,4,7,0,54,No,1,11.293178188455395
PhD,Single,42710,252,3,42,4,3,102,2,4,5,3,6,0,39,No,1,10.980949121606205
PhD,Married,84169,1478,19,403,0,19,0,1,7,6,6,3,0,41,Yes,0,10.291124800365047
College Graduate,Together,54058,198,18,252,32,108,54,2,4,6,8,3,0,47,No,1,10.466347250741501
Technical School,Married,24683,8,4,10,6,7,6,2,2,0,4,5,0,33,No,1,9.707848505589778
College Graduate,Widow,85620,416,46,925,60,107,46,1,3,6,4,1,0,59,Yes,0,9.872119552817704
College Graduate,Married,47850,42,7,43,20,12,10,1,3,0,4,6,0,43,No,1,9.967944330367327
College Graduate,Married,19514,14,3,21,2,1,28,4,3,1,2,8,0,55,Yes,2,9.820100387862194
Master,Married,27159,17,0,3,0,0,1,2,1,0,3,6,0,50,No,2,9.650467716176136
Technical School,Single,39548,15,4,10,3,4,18,2,1,1,3,3,0,60,No,2,9.644992014601872
